50969,47201,39.21,-85.91
45830,7030,40.74,-74.02
53332,43220,39.98,-82.98
1864,2130,42.3,-71.11
30683,97362,45.06,-122.76
1872,47346,39.91,-85.15
1877,24091,36.91,-80.31
51011,43065,40.16,-83.06
55429,48009,42.54,-83.21
1882,1060,42.32,-72.67
1126184,60622,41.83,-87.68
54398,43029,40.12,-83.45
54588,45387,39.79,-83.89
37696,14850,42.44,-76.5
1917,78731,30.26,-97.74
35041,20910,39.01,-77.02
1012599,46033,39.96,-86.1
1127562,97227,45.54,-122.67
1932,47374,39.82,-84.88
1933,47374,39.82,-84.88
1934,47374,39.82,-84.88
1939,19380,39.95,-75.6
1941,19380,39.95,-75.6
1950,30066,33.95,-84.54
1953,46077,39.95,-86.27
38874,37013,36.04,-86.64
53354,50613,42.52,-92.45
1958,1027,42.26,-72.68
1577591,98117,47.68,-122.38
1979,27410,36.07,-79.82
1998,5301,42.86,-72.57
101000525,46112,39.84,-86.39
17507,43611,41.66,-83.58
1976,85730,32.17,-110.79
101000246,28806,35.57,-82.54
2034,45056,39.5,-84.74
1418,95838,38.64,-121.44
21001,46619,41.67,-86.26
2056,47362,39.92,-85.36
2058,60201,42.04,-87.68
2064,98107,47.66,-122.38
2065,10011,40.71,-73.99
2057,19047,40.17,-74.91
2072,47374,39.82,-84.88
2089,34987,27.27,-80.35
2090,34987,27.27,-80.35
1414997,60637,41.83,-87.68
1679643,2446,42.32,-71.14
1753551,47374,39.82,-84.88
2112,47330,39.81,-84.99
19459,47374,39.82,-84.88
55611,47374,39.82,-84.88
2146,91401,34.17,-118.43
1246992,60659,41.83,-87.68
2149,45056,39.5,-84.74
37699,47330,39.81,-84.99
2151,45056,39.5,-84.74
2164,46038,39.95,-86.02
2175,48823,42.73,-84.48
1632691,2140,42.37,-71.11
37700,98020,47.8,-122.37
2200,45040,39.36,-84.3
2201,8210,39.07,-74.82
46202,98012,47.84,-122.19
39163,98012,47.84,-122.19
53497,47374,39.82,-84.88
11340,47374,39.82,-84.88
1742477,32903,28.08,-80.56
37701,14871,42.03,-76.86
49374,37206,36.17,-86.78
1475925,15201,40.43,-79.97
2220,47374,39.82,-84.88
2228,46250,39.77,-86.14
1540183,97333,44.46,-123.34
1471519,44118,41.47,-81.67
1404086,44118,41.47,-81.67
1006923,4086,43.93,-69.94
51242,46017,40.09,-85.68
1131574,23223,37.55,-77.46
2259,33919,26.63,-81.85
2266,45040,39.36,-84.3
49428,44102,41.47,-81.67
2268,46163,39.72,-85.89
1009901,19382,39.95,-75.6
1678682,47404,39.16,-86.52
37797,47401,39.16,-86.52
51303,46240,39.77,-86.14
2293,27278,36.07,-79.1
2299,45871,40.49,-84.31
2305,27278,36.07,-79.1
3239,60622,41.83,-87.68
36856,47331,39.65,-85.14
1008181,19119,39.95,-75.16
2353,20878,39.14,-77.21
51756,37214,36.17,-86.78
2376,47401,39.16,-86.52
37704,20010,38.89,-77.03
51719,45140,39.26,-84.27
2388,16801,40.79,-77.85
1007249,44077,41.72,-81.24
47883,20815,38.98,-77.08
2422,28714,35.91,-82.29
1253747,98115,47.68,-122.28
37705,20008,38.89,-77.03
38924,13617,44.59,-75.17
1007001,94709,37.87,-122.26
1411482,47374,39.82,-84.88
2474,14839,42.13,-77.64
2476,99707,64.83,-147.69
2481,50613,42.52,-92.45
54221,60640,41.83,-87.68
35339,98116,47.57,-122.4
29436,97306,44.84,-123.08
2506,13801,42.49,-75.76
36641,46260,39.77,-86.14
2535,10024,40.71,-73.99
1251116,20009,38.89,-77.03
1097446,20002,38.89,-77.03
1185008,47710,37.98,-87.54
1062012,46208,39.77,-86.14
2538,20002,38.89,-77.03
2548,92821,33.92,-117.86
1325004,46224,39.77,-86.14
57235,98117,47.68,-122.38
47887,43214,39.98,-82.98
1014832,17701,41.23,-77.03
2558,33573,27.72,-82.35
1478973,74012,36.03,-95.78
1007002,98117,47.68,-122.38
54597,47201,39.21,-85.91
2593,43207,39.98,-82.98
2598,46268,39.77,-86.14
49339,44116,41.47,-81.85
2601,19004,40.01,-75.22
1124609,28806,35.57,-82.54
37711,4032,43.85,-70.1
1802912,60202,42.04,-87.68
2609,97132,45.32,-122.98
2621,2761,41.97,-71.33
1657825,19380,39.95,-75.6
1832082,97221,45.49,-122.72
1258780,17201,39.93,-77.65
1055149,47304,40.19,-85.39
1754338,11218,40.64,-73.94
1024399,19348,39.84,-75.71
1523894,4901,44.56,-69.55
37756,55084,45.41,-92.66
51104,45140,39.26,-84.27
53249,27410,36.07,-79.82
1720294,46615,41.67,-86.26
38926,45312,40.05,-84.12
1019622,53704,43.07,-89.38
45823,20009,38.89,-77.03
101001501,2139,42.37,-71.11
2754,19348,39.84,-75.71
2756,19348,39.84,-75.71
2761,47345,39.89,-85.04
1407811,60430,41.55,-87.66
2801,98117,47.68,-122.38
2803,98117,47.68,-122.38
55605,10025,40.71,-73.99
101000529,45220,39.09,-84.51
55680,97535,42.26,-122.81
1754636,90630,33.81,-118.03
25757,55406,44.96,-93.26
2866,2140,42.37,-71.11
1629001,8753,39.95,-74.18
2879,4011,43.91,-69.96
32565,95138,37.24,-121.73
1721477,98104,47.6,-122.32
1411951,15217,40.43,-79.97
101001156,49637,44.66,-85.68
2904,33461,26.61,-80.05
2906,53704,43.07,-89.38
2909,1002,42.37,-72.52
1474785,2138,42.37,-71.11
38931,98110,47.64,-122.53
1521204,47201,39.21,-85.91
7528,2493,42.36,-71.26
1099582,46928,40.41,-85.64
2923,5477,44.4,-73
2925,46410,41.47,-87.32
55544,45039,39.31,-84.22
2947,46928,40.41,-85.64
51907,55406,44.96,-93.26
2976,10023,40.71,-73.99
1475709,97219,45.45,-122.69
1161226,98112,47.63,-122.29
56435,45387,39.79,-83.89
3001,98004,47.61,-122.21
2389,27514,35.92,-79.04
3007,92346,34.13,-117.15
1011938,41017,39.02,-84.56
49507,98116,47.57,-122.4
3024,11215,40.64,-73.94
51015,8008,39.55,-74.24
47895,2140,42.37,-71.11
1007489,37130,35.85,-86.39
1182020,60202,42.04,-87.68
3054,97221,45.49,-122.72
3803,80121,39.59,-105.01
3065,47374,39.82,-84.88
1754228,1002,42.37,-72.52
3069,10024,40.71,-73.99
51906,78722,30.26,-97.74
3076,20833,39.17,-77.05
1473015,46224,39.77,-86.14
1179550,23005,37.76,-77.47
1555828,53703,43.07,-89.38
3125,90603,33.94,-117.99
3126,16801,40.79,-77.85
3131,2446,42.32,-71.14
1072311,97202,45.47,-122.64
3133,99708,64.87,-147.89
3136,73542,34.38,-99.01
101001141,55407,44.96,-93.26
56437,55407,44.96,-93.26
3146,92105,32.73,-117.08
1249069,11215,40.64,-73.94
54386,19119,39.95,-75.16
38935,47429,39.23,-86.62
3186,90803,33.75,-118.13
1007461,98053,47.66,-122.01
38596,27529,35.69,-78.62
1007905,98053,47.66,-122.01
1011655,53704,43.07,-89.38
3224,48104,42.27,-83.73
1720478,11238,40.64,-73.94
38597,97202,45.47,-122.64
51904,60202,42.04,-87.68
3248,40502,38.04,-84.45
40449,54915,44.26,-88.39
3264,45242,39.09,-84.51
38599,46131,39.49,-86.05
3274,47374,39.82,-84.88
1178419,38671,34.97,-89.99
3284,27429,36.07,-79.82
1523604,47408,39.16,-86.52
3298,98115,47.68,-122.28
3304,78722,30.26,-97.74
1011212,43214,39.98,-82.98
3326,40311,38.31,-84.03
3327,95070,37.25,-122.06
1325116,78723,30.26,-97.74
3334,28692,36.27,-81.78
3342,46208,39.77,-86.14
1891088,20910,39.01,-77.02
3355,47346,39.91,-85.15
3356,60565,41.76,-88.15
45818,60657,41.83,-87.68
33731,48195,42.2,-83.2
3369,76134,32.75,-97.33
3372,61614,40.74,-89.6
3382,45440,39.77,-84.19
1631848,46208,39.77,-86.14
34871,92803,33.84,-117.93
56410,46217,39.77,-86.14
1019210,45224,39.09,-84.51
1180362,45224,39.09,-84.51
101000848,47374,39.82,-84.88
1007586,77380,30.06,-95.38
3396,11218,40.64,-73.94
1053899,11218,40.64,-73.94
3407,8534,40.32,-74.79
3412,92373,34,-117.12
43125,47330,39.81,-84.99
34468,47374,39.82,-84.88
3437,47374,39.82,-84.88
56546,27604,35.82,-78.65
3449,11238,40.64,-73.94
1466158,98112,47.63,-122.29
55601,2145,42.39,-71.1
1407837,27514,35.92,-79.04
51229,53711,43.07,-89.38
3472,4544,43.82,-69.59
26789,4544,43.82,-69.59
3482,95076,36.95,-121.72
1012243,46268,39.77,-86.14
1471787,10024,40.71,-73.99
54626,94709,37.87,-122.26
14926,48303,42.57,-83.24
3507,32162,28.92,-81.92
47902,27705,35.98,-78.91
1473978,55406,44.96,-93.26
3516,48823,42.73,-84.48
3517,46032,39.96,-86.1
3518,46032,39.96,-86.1
3520,35244,33.52,-86.79
49239,48823,42.73,-84.48
2051642,20901,39.01,-77.02
1345820,19146,39.95,-75.16
63715,47401,39.16,-86.52
3532,59718,45.65,-111.17
3534,70501,30.21,-92.02
47903,98053,47.66,-122.01
3546,75013,33.1,-96.66
1020971,14850,42.44,-76.5
3570,20886,39.18,-77.19
29564,22314,38.82,-77.08
7092,4537,43.87,-69.63
1325159,46526,41.57,-85.83
3601,45405,39.77,-84.19
2018645,48219,42.38,-83.1
1051436,98103,47.67,-122.34
3628,46131,39.49,-86.05
33735,41040,38.67,-84.33
51740,47401,39.16,-86.52
49380,30305,33.83,-84.38
3655,47374,39.82,-84.88
1677097,47374,39.82,-84.88
1012794,47394,40.17,-84.97
1466873,47331,39.65,-85.14
1633129,60137,41.86,-88.06
1666244,48316,42.62,-83.02
49302,94702,37.86,-122.28
3687,45320,39.74,-84.63
3700,13210,43.04,-76.14
101006207,50677,42.72,-92.46
3706,98104,47.6,-122.32
37806,20872,39.27,-77.2
45815,27613,35.82,-78.65
3725,60201,42.04,-87.68
55603,19348,39.84,-75.71
3734,27410,36.07,-79.82
3741,27410,36.07,-79.82
34540,28516,34.72,-76.65
31562,27410,36.07,-79.82
3753,46112,39.84,-86.39
1585527,47362,39.92,-85.36
38472,94553,37.98,-122.15
1418762,98103,47.67,-122.34
3785,21403,38.97,-76.5
1755310,60091,42.07,-87.72
49366,11201,40.64,-73.94
49338,11201,40.64,-73.94
3806,46220,39.77,-86.14
33747,14850,42.44,-76.5
3816,46919,40.57,-85.87
36642,14850,42.44,-76.5
3821,85268,33.6,-111.74
11120,47401,39.16,-86.52
3831,98498,47.15,-122.56
21174,95448,38.63,-122.89
3860,32822,28.5,-81.37
1381537,2446,42.32,-71.14
1124611,47374,39.82,-84.88
3872,43125,39.86,-82.89
1022638,46240,39.77,-86.14
3883,17566,39.89,-76.16
1637058,47374,39.82,-84.88
101001436,1027,42.26,-72.68
1755480,43220,39.98,-82.98
3898,47374,39.82,-84.88
3899,47374,39.82,-84.88
3900,50310,41.57,-93.61
3912,46227,39.77,-86.14
3914,46227,39.77,-86.14
101001343,45103,39.07,-84.18
3919,43130,39.72,-82.59
1631393,20010,38.89,-77.03
1179555,46208,39.77,-86.14
51976,55408,44.96,-93.26
38127,97404,44.1,-123.13
51246,61701,40.47,-88.97
3949,98103,47.67,-122.34
1519782,11218,40.64,-73.94
45804,98103,47.67,-122.34
3954,12060,42.42,-73.48
1529608,12184,42.41,-73.67
36712,21117,39.41,-76.79
1195745,14150,43,-78.87
1014664,98065,47.53,-121.8
1634265,98107,47.66,-122.38
3992,20910,39.01,-77.02
3994,47331,39.65,-85.14
1527213,47374,39.82,-84.88
4001,2139,42.37,-71.11
49425,53051,43.14,-88.12
1623615,46077,39.95,-86.27
1864230,46033,39.96,-86.1
48015,53051,43.14,-88.12
1527959,47404,39.16,-86.52
4030,48103,42.27,-83.73
4050,46952,40.54,-85.66
4052,19803,39.73,-75.53
1530943,46224,39.77,-86.14
4069,19348,39.84,-75.71
47913,20901,39.01,-77.02
4075,48657,43.67,-84.38
4089,34109,26.14,-81.79
1070727,20011,38.89,-77.03
55457,97225,45.49,-122.77
51245,43214,39.98,-82.98
1527980,77040,29.76,-95.38
4120,71105,32.47,-93.79
1585642,20814,38.98,-77.12
1752600,20886,39.18,-77.19
1006871,28806,35.57,-82.54
36676,3076,42.73,-71.31
47915,22801,38.43,-78.87
4183,39203,32.32,-90.2
1071460,47374,39.82,-84.88
51850,80211,39.76,-104.87
51018,2140,42.37,-71.11
101002199,45322,39.86,-84.3
38620,1060,42.32,-72.67
1533875,47201,39.21,-85.91
38622,46278,39.77,-86.14
4222,60091,42.07,-87.72
1012249,46140,39.79,-85.77
4233,19119,39.95,-75.16
4235,20011,38.89,-77.03
4239,46131,39.49,-86.05
4240,54913,44.26,-88.39
4280,95038,37.08,-121.61
45787,12525,41.68,-74.18
1633732,47995,40.75,-87.04
101000578,33606,27.95,-82.48
1687211,47330,39.81,-84.99
1527890,44102,41.47,-81.67
1253990,2769,41.83,-71.26
4376,12996,44.37,-73.4
4345,46750,40.88,-85.5
4359,10025,40.71,-73.99
4367,46131,39.49,-86.05
101006174,48823,42.73,-84.48
1254354,53704,43.07,-89.38
45801,40353,38.06,-83.94
4385,20011,38.89,-77.03
4389,34711,28.55,-81.75
51145,94114,37.75,-122.43
1019208,47408,39.16,-86.52
101006276,97219,45.45,-122.69
4401,10011,40.71,-73.99
4408,45246,39.09,-84.51
38625,97214,45.51,-122.64
38397,45320,39.74,-84.63
1006550,19103,39.95,-75.16
56580,94530,37.91,-122.3
101006338,1002,42.37,-72.52
1011574,46205,39.77,-86.14
38626,27514,35.92,-79.04
4421,97404,44.1,-123.13
4435,20814,38.98,-77.12
38627,12866,43.06,-73.77
4453,47394,40.17,-84.97
4456,47394,40.17,-84.97
53489,31401,32.08,-81.1
4459,62285,38.4,-89.99
4464,91767,34.08,-117.73
4479,21213,39.3,-76.61
4481,2130,42.3,-71.11
1008226,47362,39.92,-85.36
4507,47374,39.82,-84.88
1472691,27514,35.92,-79.04
4521,4011,43.91,-69.96
47932,46807,41.07,-85.13
1253084,45701,39.32,-82.09
1381235,47374,39.82,-84.88
1411126,10024,40.71,-73.99
1521529,46615,41.67,-86.26
4557,34114,26.14,-81.79
12603,98116,47.57,-122.4
4561,43220,39.98,-82.98
1522449,60202,42.04,-87.68
1014840,45405,39.77,-84.19
4576,46220,39.77,-86.14
4582,47374,39.82,-84.88
1415335,46220,39.77,-86.14
4611,88008,31.87,-106.64
1527124,47374,39.82,-84.88
1006797,1060,42.32,-72.67
4629,46260,39.77,-86.14
38633,40502,38.04,-84.45
4631,4401,44.83,-68.78
4642,45424,39.77,-84.19
59578,19401,40.12,-75.33
4651,47374,39.82,-84.88
4653,53104,42.54,-88.02
1116756,22153,38.78,-77.17
4661,12082,42.76,-73.43
4663,97219,45.45,-122.69
4668,78759,30.26,-97.74
101001161,47330,39.81,-84.99
4689,43023,40.07,-82.5
4690,43023,40.07,-82.5
36645,43023,40.07,-82.5
4693,43023,40.07,-82.5
18371,47201,39.21,-85.91
4701,47374,39.82,-84.88
4697,47401,39.16,-86.52
4713,47401,39.16,-86.52
4715,47401,39.16,-86.52
1552191,60647,41.83,-87.68
1127637,46038,39.95,-86.02
4723,14534,43.09,-77.51
4728,43202,39.98,-82.98
4730,45177,39.44,-83.83
3483,72742,36.05,-93.52
1186772,72207,34.72,-92.35
4740,19119,39.95,-75.16
4742,72207,34.72,-92.35
1696288,98115,47.68,-122.28
4748,47933,40.04,-86.89
47937,2131,42.28,-71.13
4762,46033,39.96,-86.1
4767,23188,37.27,-76.7
4769,47346,39.91,-85.15
51171,45013,39.39,-84.56
1022651,53575,42.92,-89.38
4800,55407,44.96,-93.26
1575257,2138,42.37,-71.11
4802,27514,35.92,-79.04
49367,19146,39.95,-75.16
54675,20009,38.89,-77.03
4815,47374,39.82,-84.88
1011486,37130,35.85,-86.39
1006982,43214,39.98,-82.98
56394,43214,39.98,-82.98
4823,19382,39.95,-75.6
4829,46952,40.54,-85.66
4878,12986,44.23,-74.46
4872,11215,40.64,-73.94
1631710,27516,35.92,-79.04
38643,94110,37.74,-122.41
1576442,15220,40.43,-79.97
1011668,47330,39.81,-84.99
1011619,47330,39.81,-84.99
56424,20011,38.89,-77.03
56517,47374,39.82,-84.88
1414444,21030,39.47,-76.63
1850705,10463,40.84,-73.87
1018651,47374,39.82,-84.88
47941,19119,39.95,-75.16
4920,98362,47.99,-123.25
51216,19119,39.95,-75.16
101000592,53711,43.07,-89.38
4937,21042,39.27,-76.83
4939,52358,41.67,-91.34
1280197,85711,32.21,-110.88
4954,10011,40.71,-73.99
1719593,45013,39.39,-84.56
4988,28759,35.39,-82.57
1632559,47933,40.04,-86.89
101000755,87505,35.67,-105.95
55091,46259,39.77,-86.14
1805095,46408,41.59,-87.34
1183452,46268,39.77,-86.14
1475220,4364,44.31,-69.96
5037,3301,43.23,-71.56
5045,92821,33.92,-117.86
1177507,47374,39.82,-84.88
5058,60060,42.26,-88
5060,10024,40.71,-73.99
1755552,45040,39.36,-84.3
1012253,97219,45.45,-122.69
53461,48854,42.58,-84.44
5100,60563,41.76,-88.15
5103,47374,39.82,-84.88
2050098,60073,42.34,-88.11
1011277,90065,34.1,-118.22
1182722,94563,37.89,-122.19
5130,27410,36.07,-79.82
1864026,19146,39.95,-75.16
1688478,19143,39.95,-75.16
1408885,97214,45.51,-122.64
5141,10024,40.71,-73.99
18896,19041,40,-75.31
37808,1002,42.37,-72.52
49449,90049,34.08,-118.49
51792,94114,37.75,-122.43
1750012,49426,42.86,-85.86
35211,83703,43.71,-116.25
5209,47374,39.82,-84.88
7341,37214,36.17,-86.78
1011767,47374,39.82,-84.88
54628,78734,30.26,-97.74
38554,27517,35.84,-79.03
5217,21093,39.43,-76.64
5229,53158,42.52,-87.88
35944,45103,39.07,-84.18
49541,28806,35.57,-82.54
1481446,47374,39.82,-84.88
5241,98112,47.63,-122.29
1527960,45387,39.79,-83.89
1124246,47374,39.82,-84.88
1249301,45387,39.79,-83.89
1123656,47374,39.82,-84.88
49399,2144,42.39,-71.1
38953,98107,47.66,-122.38
5250,47374,39.82,-84.88
55671,28787,35.69,-82.55
48088,45140,39.26,-84.27
5270,47374,39.82,-84.88
1234644,47404,39.16,-86.52
51821,47408,39.16,-86.52
1466157,20906,39.01,-77.02
5291,46131,39.49,-86.05
5297,19382,39.95,-75.6
5300,47858,39.28,-87.26
5305,46131,39.49,-86.05
5318,27410,36.07,-79.82
5320,97267,45.4,-122.61
1529754,46268,39.77,-86.14
1257895,47858,39.28,-87.26
5344,47858,39.28,-87.26
5349,2140,42.37,-71.11
1406433,20906,39.01,-77.02
5358,47374,39.82,-84.88
1467797,2458,42.33,-71.2
1435780,60422,41.53,-87.68
29311,88048,32.16,-106.69
5404,20002,38.89,-77.03
5408,68836,40.71,-99.37
5423,47933,40.04,-86.89
5425,47933,40.04,-86.89
5435,44903,40.76,-82.52
27557,1035,42.35,-72.58
50995,10024,40.71,-73.99
45794,10025,40.71,-73.99
5444,60647,41.83,-87.68
1864100,11050,40.82,-73.68
1123210,4935,44.44,-69.6
5459,47374,39.82,-84.88
5463,46933,40.48,-85.6
5466,45506,39.92,-83.79
1098661,59718,45.65,-111.17
26643,65401,37.94,-91.76
5485,19119,39.95,-75.16
5493,60525,41.8,-87.87
5495,47330,39.81,-84.99
1011642,47374,39.82,-84.88
1011687,47374,39.82,-84.88
1419196,47362,39.92,-85.36
38258,48187,42.3,-83.48
5501,47374,39.82,-84.88
5506,47374,39.82,-84.88
38954,98116,47.57,-122.4
1692797,38103,35.1,-90
24050,98117,47.68,-122.38
1256968,60647,41.83,-87.68
5535,41017,39.02,-84.56
1177068,19320,39.98,-75.81
51125,1760,42.28,-71.35
1584183,21117,39.41,-76.79
1479094,37350,34.99,-85.35
38955,21702,39.42,-77.41
5546,85716,32.24,-110.92
41020,4539,43.95,-69.5
101000641,80211,39.76,-104.87
5580,30622,33.94,-83.53
1740490,47102,38.74,-85.81
5596,94549,37.9,-122.11
51158,20009,38.89,-77.03
1803147,45140,39.26,-84.27
5604,10027,40.71,-73.99
5618,6365,41.55,-71.99
50563,47374,39.82,-84.88
38561,47201,39.21,-85.91
51209,60622,41.83,-87.68
21529,10029,40.71,-73.99
5629,97219,45.45,-122.69
5643,97219,45.45,-122.69
5658,47374,39.82,-84.88
51271,47404,39.16,-86.52
5671,14850,42.44,-76.5
5681,46902,40.47,-86.13
38563,1841,42.7,-71.16
5686,19320,39.98,-75.81
5689,12309,42.8,-73.92
7849,20815,38.98,-77.08
5696,5443,44.13,-73.08
5709,33613,27.95,-82.48
1006917,63116,38.63,-90.24
1582964,11218,40.64,-73.94
1014455,97214,45.51,-122.64
55490,60647,41.83,-87.68
5740,20901,39.01,-77.02
5746,46952,40.54,-85.66
55470,47331,39.65,-85.14
36647,1520,42.35,-71.85
36648,27312,35.71,-79.17
1630345,11216,40.64,-73.94
67682,53704,43.07,-89.38
5773,47374,39.82,-84.88
66207,53704,43.07,-89.38
1583816,45056,39.5,-84.74
47962,27516,35.92,-79.04
1805909,2769,41.83,-71.26
7486,46033,39.96,-86.1
5779,27612,35.82,-78.65
5780,27612,35.82,-78.65
101000642,60652,41.83,-87.68
51206,11215,40.64,-73.94
1180404,47374,39.82,-84.88
1741853,11215,40.64,-73.94
5827,10804,40.94,-73.78
54643,40204,38.22,-85.74
65854,47374,39.82,-84.88
62980,47374,39.82,-84.88
5831,60201,42.04,-87.68
1061642,2540,41.56,-70.62
5854,53705,43.07,-89.38
5855,53705,43.07,-89.38
49566,11215,40.64,-73.94
54625,20011,38.89,-77.03
5883,48104,42.27,-83.73
1424857,95161,37.38,-121.89
101000681,28806,35.57,-82.54
5899,91024,34.2,-118.05
1468955,1775,42.43,-71.5
101001400,98117,47.68,-122.38
48205,45356,40.14,-84.25
5923,60630,41.83,-87.68
38568,1775,42.43,-71.5
5939,88001,32.33,-106.75
1131738,47374,39.82,-84.88
5961,13210,43.04,-76.14
5959,56081,43.98,-94.62
1011278,19144,39.95,-75.16
1470508,47304,40.19,-85.39
5984,47374,39.82,-84.88
34530,10025,40.71,-73.99
101000759,60622,41.83,-87.68
6007,20814,38.98,-77.12
51195,19701,39.58,-75.68
1481542,47374,39.82,-84.88
6034,8055,39.86,-74.82
1577418,77550,29.3,-94.79
6047,46220,39.77,-86.14
35200,45013,39.39,-84.56
6068,85255,33.66,-111.87
6083,47401,39.16,-86.52
1257778,20011,38.89,-77.03
1615993,45220,39.09,-84.51
6112,46140,39.79,-85.77
1091722,92373,34,-117.12
1018777,47201,39.21,-85.91
66198,47304,40.19,-85.39
1541593,55408,44.96,-93.26
6133,25314,38.35,-81.63
6155,55406,44.96,-93.26
6178,19380,39.95,-75.6
6191,37130,35.85,-86.39
6204,78731,30.26,-97.74
1527163,60657,41.83,-87.68
6214,47374,39.82,-84.88
6213,47404,39.16,-86.52
1664672,77380,30.06,-95.38
6230,47394,40.17,-84.97
54639,11050,40.82,-73.68
6246,2138,42.37,-71.11
38571,55408,44.96,-93.26
40300,43082,40.12,-82.91
34731,46320,41.62,-87.49
6308,11201,40.64,-73.94
